id,title,point,level,solved,wrong,no,tags,open,wp,unknown_flag,url
728,[安洵杯 2019]Game,396,3.8,26,16,14,平坦化|控制流|逆向,True,False,,https://www.nssctf.cn/problem/728
3386,[MoeCTF 2021]baby_bc,396,4.0,26,8,24,REVERSE|LLVM|RC4,True,False,,https://www.nssctf.cn/problem/3386
5090,[NCTF 2023]中文编程1,396,2.8,26,14,15,REVERSE,True,False,,https://www.nssctf.cn/problem/5090
6344,[长城杯 2024]dump,396,3.3,26,112,54,REVERSE,True,False,,https://www.nssctf.cn/problem/6344
41,[SWPU 2019]ReverseMe,399,3.9,25,12,38,动态调试|C|patch|XOR|逆向,True,False,,https://www.nssctf.cn/problem/41
593,[领航杯江苏省赛 2021]REVERSE GetFlag,399,3.6,25,14,20,安卓逆向|REVERSE,True,False,,https://www.nssctf.cn/problem/593
4368,[羊城杯 2023]Ez加密器,399,3.3,25,14,10,REVERSE,True,False,,https://www.nssctf.cn/problem/4368
7306,[SWPUCTF 2025 秋季新生赛]fl~ow~er~,399,2.6,25,27,40,花指令|WEB,True,False,,https://www.nssctf.cn/problem/7306
727,[安洵杯 2019]crackme,403,2.8,24,12,32,Base64|逆向|SM4|VEH|异常,True,False,,https://www.nssctf.cn/problem/727
2171,[虎符CTF 2022]fpbe,403,1.3,24,11,12,Reverse|动态调试|Z3,True,False,,https://www.nssctf.cn/problem/2171
2415,[鹏城杯 2022]rota,403,1.8,24,1,16,REVERSE|动态调试|Base64,True,False,,https://www.nssctf.cn/problem/2415
3394,[MoeCTF 2021]time2go,403,3.2,24,13,10,Golang|patch|REVERSE|keypatch,True,False,,https://www.nssctf.cn/problem/3394
6799,[LitCTF 2025]Robbie Wanna Revenge,403,2.9,24,89,60,逆向技术|UPX壳|脱壳|REVERSE,True,False,,https://www.nssctf.cn/problem/6799
2326,[SUCTF 2018 招新赛]basic-re,407,1.0,23,8,19,REVERSE|暴力破解,True,False,,https://www.nssctf.cn/problem/2326
3443,[西湖论剑 2022]Dual personality,407,4.0,23,5,18,Reverse|汇编|反调试|虚拟化,True,False,,https://www.nssctf.cn/problem/3443
4365,[羊城杯 2023]vm_wo,407,4.2,23,6,23,VM|反调试|ptrace|ARM|REVERSE,True,False,,https://www.nssctf.cn/problem/4365
5068,[NSSRound#16 Basic]CompileMe!!!,407,3.6,23,6,12,C#|TEA|REVERSE,True,False,,https://www.nssctf.cn/problem/5068
1120,[AFCTF 2018]smc,411,3.3,22,23,36,动态调试|逆向|SMC,True,False,,https://www.nssctf.cn/problem/1120
2173,[NISACTF 2022]sad_MAZE,411,2.8,22,65,23,REVERSE|迷宫|C++|花指令,True,False,,https://www.nssctf.cn/problem/2173
2601,[HUBUCTF 2022 新生赛]Anger？Angr,411,0.9,22,80,38,REVERSE|约束求解,True,False,,https://www.nssctf.cn/problem/2601
5079,[NSSRound#17 Basic]can_can_need_pxory,411,1.2,22,90,25,PYC|REVERSE,True,False,,https://www.nssctf.cn/problem/5079
6206,[lolipop]简单的逆向,411,2.5,22,36,55,C,True,True,,https://www.nssctf.cn/problem/6206
7045,[网谷杯 2025]加密与验证,411,2.0,22,29,9,动态调试|REVERSE,True,False,,https://www.nssctf.cn/problem/7045
7074,[Reisen]NSSCTF2025入门题目-pyc,411,3.5,22,8,29,逆向技术|PYC,True,True,,https://www.nssctf.cn/problem/7074
232,[羊城杯 2021]Babyvm,415,3.6,21,11,31,SMC|VM|逆向技术|逆向,True,False,,https://www.nssctf.cn/problem/232
1382,[GKCTF 2021]Crash,415,3.5,21,10,11,Reverse|golang|3DES,True,False,,https://www.nssctf.cn/problem/1382
1891,[SUSCTF 2022]DigitalCircuits,415,1.5,21,7,10,Reverse|数字电路|Python|pyc反编译,True,False,,https://www.nssctf.cn/problem/1891
3538,[NSSRound#X Basic]Just guess,415,3.2,21,7,11,逆向技术|VMP|Reverse|vmp|二分法,True,False,,https://www.nssctf.cn/problem/3538
5182,[GHCTF 2024 新生赛]CS2,415,3.8,21,11,31,C#,True,False,,https://www.nssctf.cn/problem/5182
5377,[NSSRound#22 Basic]ezcrypt,415,3.1,21,3,28,REVERSE,True,True,,https://www.nssctf.cn/problem/5377
6345,[长城杯 2024]ezCsky,415,5.0,21,17,49,RC4|其他|PE结构|C|REVERSE,True,False,,https://www.nssctf.cn/problem/6345
6434,[NSSRound#27 Basic]EzProcessStruct,415,3.1,21,4,24,逆向技术|Base64|C,True,True,,https://www.nssctf.cn/problem/6434
7071,[Harukaze]NSSCTF2025入门题目-XTea,415,3.7,21,4,17,XTEA,True,True,,https://www.nssctf.cn/problem/7071
1122,[AFCTF 2018]JPython,419,3.3,20,67,25,PYC|Python|逆向,True,False,,https://www.nssctf.cn/problem/1122
749,[suctf 2019]hardcpp,423,3.1,19,5,17,平坦化|逆向|控制流平坦化,True,False,,https://www.nssctf.cn/problem/749
1273,[EIS 2019]re1,423,2.2,19,99,26,反调试|ptrace|RC4|逆向,True,False,,https://www.nssctf.cn/problem/1273
2500,[强网杯 2022]easyre,423,4.8,19,48,48,ptrace|动态调试|逆向技术|SMC|REVERSE,True,False,,https://www.nssctf.cn/problem/2500
3539,[NSSRound#X Basic]Integer part,423,1.7,19,22,7,Reverse|函数堆栈|浮点数IEEE存储格式,True,False,,https://www.nssctf.cn/problem/3539
6522,[GHCTF 2025]Canon,423,4.2,19,13,39,RC4|Base64|REVERSE,True,False,,https://www.nssctf.cn/problem/6522
6617,[NSSRound#28 Team]动态调试,423,3.3,19,3,34,动态调试|XOR|C,True,False,,https://www.nssctf.cn/problem/6617
1275,[EIS 2019]re2,427,4.3,18,8,10,逆向,True,False,,https://www.nssctf.cn/problem/1275
1320,[GKCTF 2020]DbgIsFun,427,3.4,18,5,19,TLS|SMC|逆向,True,False,,https://www.nssctf.cn/problem/1320
5132,[NSSRound#18 Basic]GenshinWishSimulator,427,3.8,18,9,9,C#|Z3|REVERSE,True,False,,https://www.nssctf.cn/problem/5132
5693,[Szeyes]香蕉计数器.exe,427,3.5,18,13,20,脱壳|Python|IDC脚本,True,False,,https://www.nssctf.cn/problem/5693
5771,[NSSCTF 3rd]3rdSignin,427,3.0,18,86,30,REVERSE,True,False,,https://www.nssctf.cn/problem/5771
6561,[GHCTF 2025]Room 0,427,4.4,18,7,38,SMC|REVERSE,True,True,,https://www.nssctf.cn/problem/6561
7073,[Reisen]NSSCTF2025入门题目-Z3,427,2.7,18,24,25,C|Z3,True,True,,https://www.nssctf.cn/problem/7073
7308,[SWPUCTF 2025 秋季新生赛]来了嗷，常见加密大杂烩！,427,2.9,18,11,29,算法分析|REVERSE,True,False,,https://www.nssctf.cn/problem/7308
7312,[SWPUCTF 2025 秋季新生赛]debuggggg,427,2.7,18,62,36,C++|动态调试|REVERSE,True,False,,https://www.nssctf.cn/problem/7312
84,[watevrCTF 2019]Repyc,431,2.2,17,80,22,VM|逆向|pyc反编译,True,False,,https://www.nssctf.cn/problem/84
1101,[GXYCTF 2019]minecraft,431,1.0,17,259,46,逆向|base64,True,False,,https://www.nssctf.cn/problem/1101
1173,[CyBRICS 2019]Oldman,431,2.9,17,16,15,逆向,True,False,,https://www.nssctf.cn/problem/1173
3445,[西湖论剑 2022]Berkeley,431,4.0,17,4,23,Reverse,True,False,,https://www.nssctf.cn/problem/3445
954,[NCTF 2019]Our 16bit wars,435,2.3,16,0,18,逆向|汇编,True,False,,https://www.nssctf.cn/problem/954
1112,[AFCTF 2018]隐写术,435,0.5,16,39,47,逆向|隐写术,True,False,,https://www.nssctf.cn/problem/1112
1317,[GKCTF 2020]EzMachine,435,4.8,16,7,18,VM|逆向|虚拟机,True,False,,https://www.nssctf.cn/problem/1317
1885,[HGAME 2022 week4]server,435,3.3,16,2,28,动态调试|Reverse|RSA,True,False,,https://www.nssctf.cn/problem/1885
2358,[SDCTF 2022]Oracle,435,2.9,16,18,6,Reverse|算法分析|Java|反编译,True,False,,https://www.nssctf.cn/problem/2358
3243,[NCTF 2021]狗狗的秘密,435,3.8,16,25,50,REVERSE|SMC|xtea|base47,True,False,,https://www.nssctf.cn/problem/3243
3265,[NCTF 2022]just run it,435,3.2,16,3,35,动态调试|REVERSE|cosmopolitan|sm4,True,False,,https://www.nssctf.cn/problem/3265
3423,[NSSRound#7 Team]Tetris,435,2.4,16,19,9,REVERSE|Rust|Webassembly|动态调试,True,False,,https://www.nssctf.cn/problem/3423
3537,[NSSRound#X Basic]Real Ezcheck,435,3.2,16,2,8,Reverse|Verification|tea|爆破|Many-Time-Pad,True,False,,https://www.nssctf.cn/problem/3537
4064,[CISCN 2023 初赛]flutterror,435,4.0,16,11,39,XOR|安卓逆向,True,False,,https://www.nssctf.cn/problem/4064
5383,[NSSRound#22 Basic]Go!Go!Go!,435,4.4,16,1,20,Golang|RC4|C|PE结构,True,True,,https://www.nssctf.cn/problem/5383
5933,[SWPUCTF 2024 秋季新生赛]NSS茶馆！,435,3.3,16,13,30,REVERSE|TEA,True,False,,https://www.nssctf.cn/problem/5933
7173,[GCCCTF 2025]constraint,435,3.5,16,33,16,脱壳|Z3,True,False,,https://www.nssctf.cn/problem/7173
462,[鹤城杯 2021]Petition,439,3.0,15,20,16,逆向,True,False,,https://www.nssctf.cn/problem/462
3391,[MoeCTF 2021]PEPEPE,439,3.8,15,6,17,PE结构|REVERSE|PE文件结构|算法分析,True,False,,https://www.nssctf.cn/problem/3391
4277,[NSSCTF 2nd]Tea or XTtea,439,3.4,15,3,14,XTEA|平坦化,True,False,,https://www.nssctf.cn/problem/4277
4577,[香山杯 2023]hello_py,439,3.4,15,6,25,算法分析|逆向技术|REVERSE,True,False,,https://www.nssctf.cn/problem/4577
5196,[GHCTF 2024 新生赛]难知如阴，动如雷震,439,3.7,15,28,18,REVERSE,True,False,,https://www.nssctf.cn/problem/5196
5790,[羊城杯 2024]pic,439,4.0,15,17,28,Golang|RC4|REVERSE,True,False,,https://www.nssctf.cn/problem/5790
7307,[SWPUCTF 2025 秋季新生赛]哈基米,439,2.9,15,12,38,WEB,True,False,,https://www.nssctf.cn/problem/7307
2270,[b01lers 2020]Train ARMS,443,2.8,14,6,11,ARM|REVERSE|XOR,True,False,,https://www.nssctf.cn/problem/2270
3028,[HNCTF 2022 WEEK3]mazes,443,2.2,14,37,35,RE|maze|迷宫,True,False,,https://www.nssctf.cn/problem/3028
3266,[NCTF 2022]cccha,443,4.0,14,8,17,花指令|ChaCha20|逆向技术|REVERSE|chacha20,True,False,,https://www.nssctf.cn/problem/3266
5914,[yeran]哆啦A梦,443,2.8,14,38,15,REVERSE,True,False,,https://www.nssctf.cn/problem/5914
6619,[NSSRound#28 Team]来做算术题叭,443,2.8,14,20,29,C|花指令,True,False,,https://www.nssctf.cn/problem/6619
1318,[GKCTF 2020]BabyDriver,447,1.0,13,20,22,逆向|键盘过滤驱动|迷宫,True,False,,https://www.nssctf.cn/problem/1318
3444,[西湖论剑 2022]EasyVT,447,4.6,13,8,17,reverse|VT-exit,True,False,,https://www.nssctf.cn/problem/3444
5109,[NSSRound#18 Basic]EzADVM,447,3.8,13,9,9,VM|安卓逆向,True,False,,https://www.nssctf.cn/problem/5109
5181,[GHCTF 2024 新生赛]CS1.6,447,2.8,13,15,15,C#,True,False,,https://www.nssctf.cn/problem/5181
5775,[KPCTF 2024 初赛]REsignin,447,3.0,13,40,23,Python|语言逆向|REVERSE,True,True,,https://www.nssctf.cn/problem/5775
235,[羊城杯 2021]Safe Box,451,3.8,12,27,42,TEA|进程保护|逆向|数学|windows,True,False,,https://www.nssctf.cn/problem/235
744,[De1ctf 2019]Cplusplus,451,4.5,12,8,30,逆向,True,False,,https://www.nssctf.cn/problem/744
1162,[巅峰极客 2021]baby_maze,451,4.8,12,31,30,IDC脚本|迷宫|DFS|逆向,True,False,,https://www.nssctf.cn/problem/1162
2416,[鹏城杯 2022]maze,451,5.0,12,9,25,REVERSE|maze|IDC脚本|DFS,True,False,,https://www.nssctf.cn/problem/2416
3109,[HNCTF 2022 WEEK4]findit,451,2.8,12,28,19,动态调试|RE|md5爆破|dfs,True,False,,https://www.nssctf.cn/problem/3109
6542,[GHCTF 2025]TimeSpaceRescue,451,4.4,12,3,34,REVERSE,True,True,,https://www.nssctf.cn/problem/6542
6935,[BCACTF 2024]My Brain Hurts,451,0.8,12,4,25,REVERSE,True,False,,https://www.nssctf.cn/problem/6935
40,[SWPU 2019]EasiestRe,455,3.5,11,12,46,进程保护|双进程保护,True,False,,https://www.nssctf.cn/problem/40
2268,[b01lers 2020]digital sloth,455,4.1,11,12,15,REVERSE|密码|快速幂,True,False,,https://www.nssctf.cn/problem/2268
2342,[CISCN 2022 初赛]babycode,455,3.0,11,2,17,XTEA|Ruby|逆向技术|Reverse|mruby字节码,True,False,,https://www.nssctf.cn/problem/2342
4527,[SWPUCTF 2023 秋季新生赛]SeeingSharp,455,1.8,11,1,33,REVERSE,True,False,,https://www.nssctf.cn/problem/4527
5093,[NCTF 2023]Jvav,455,4.4,11,17,32,JAVA,True,False,,https://www.nssctf.cn/problem/5093
5752,[巅峰极客 2024]BabyRe,455,3.8,11,6,28,算法分析|XOR|自定义逻辑|C++|REVERSE,True,False,,https://www.nssctf.cn/problem/5752
5789,[羊城杯 2024]sedRust_happyVm,455,5.0,11,15,24,VMP|VM|动态调试|REVERSE,True,False,,https://www.nssctf.cn/problem/5789
5792,[羊城杯 2024]docCrack,455,3.0,11,15,27,REVERSE,True,False,,https://www.nssctf.cn/problem/5792
61,[zer0pts 2020]vmlog,459,2.4,10,5,23,VM|逆向分析|自定义逻辑,True,False,,https://www.nssctf.cn/problem/61
63,[zer0pts 2020]QR Puzzle,459,3.1,10,4,33,逆向,True,False,,https://www.nssctf.cn/problem/63
220,[UTCTF 2020].PNG2,459,3.0,10,4,22,逆向,True,False,,https://www.nssctf.cn/problem/220
778,[湖湘杯 2021]hideit,459,4.9,10,12,18,逆向,True,False,,https://www.nssctf.cn/problem/778
1405,[AFCTF 2021]rustcheckin,459,3.5,10,30,15,Rust|逆向技术|Reverse|异或|rust,True,False,,https://www.nssctf.cn/problem/1405
1896,[SUSCTF 2022]hell_world,459,0.0,10,10,31,Reverse,True,False,,https://www.nssctf.cn/problem/1896
2172,[虎符CTF 2022]the_shellcode,459,4.8,10,23,15,Reverse|base64|xxtea|windows PE|shellcode,True,False,,https://www.nssctf.cn/problem/2172
4232,[SEETF 2022]BestSoftware,459,3.0,10,22,8,REVERSE,True,False,,https://www.nssctf.cn/problem/4232
4235,[SEETF 2022]Magic,459,2.5,10,9,28,反调试|REVERSE,True,False,,https://www.nssctf.cn/problem/4235
5772,[NSSCTF 3rd]MyGO,459,3.5,10,1,18,REVERSE,True,False,,https://www.nssctf.cn/problem/5772
5939,[SWPUCTF 2024 秋季新生赛]为啥内存里有这么多数据？！！,459,2.7,10,4,26,SMC|C|REVERSE,True,False,,https://www.nssctf.cn/problem/5939
7113,[网谷杯安全极客大赛 2025]NewRC4,459,3.2,10,3,24,REVERSE,True,False,,https://www.nssctf.cn/problem/7113
234,[羊城杯 2021]OddCode,463,4.6,9,13,18,模拟器|HOOK|动态调试|逆向|windows,True,False,,https://www.nssctf.cn/problem/234
342,[长城杯 2021 院校组]funny_js,463,3.5,9,6,27,RC4|quickjs|bytecode|rc4,True,False,,https://www.nssctf.cn/problem/342
750,[suctf 2019]Rev,463,0.0,9,21,28,逆向,True,False,,https://www.nssctf.cn/problem/750
1121,[AFCTF 2018]玩转密码学,463,3.0,9,87,26,逆向|MD5,True,False,,https://www.nssctf.cn/problem/1121
3242,[NCTF 2021]鲨鲨的秘密,463,4.0,9,1,17,反调试|动态调试|逆向技术|REVERSE|CRC,True,False,,https://www.nssctf.cn/problem/3242
3542,[NSSRound#X Basic]绝世欧皇,463,4.2,9,39,10,Reverse|python|GUI|概率论|DP,True,False,,https://www.nssctf.cn/problem/3542
3598,[HZNUCTF 2023 final]TMD,463,3.0,9,2,13,REVERSE|TMD|xtea,True,False,,https://www.nssctf.cn/problem/3598
3819,[强网杯 青少年赛道 2022]re2,463,3.0,9,47,25,动态调试|Reverse|迷宫,True,False,,https://www.nssctf.cn/problem/3819
4268,[WMCTF 2023]ezAndroid,463,4.5,9,11,31,REVERSE,True,False,,https://www.nssctf.cn/problem/4268
4270,[WMCTF 2023]gohunt,463,4.4,9,1,11,REVERSE,True,False,,https://www.nssctf.cn/problem/4270
5876,[KPCTF 2024 初赛]🎲,463,4.2,9,3,16,C#|自定义逻辑,True,True,,https://www.nssctf.cn/problem/5876
6565,[GHCTF 2025]腐蚀,463,3.5,9,5,36,REVERSE,True,True,,https://www.nssctf.cn/problem/6565
82,[watevrCTF 2019]Punk Whine,467,2.8,8,2,26,符号表|ptrace|控制流|逆向,True,False,,https://www.nssctf.cn/problem/82
233,[羊城杯 2021]DeltX,467,4.2,8,3,12,C|自定义逻辑|逆向|windows|数学,True,False,,https://www.nssctf.cn/problem/233
928,[justCTF 2020]Rusty,467,4.5,8,9,13,PE结构|逆向,True,False,,https://www.nssctf.cn/problem/928
1076,[MMACTF 2015]how-to-use,467,2.5,8,5,10,逆向技术|逆向|框架指针省略FPO|stdcall调用规约|Windows PE32 DLL,True,False,,https://www.nssctf.cn/problem/1076
1373,[INSHack 2019]xHell,467,1.0,8,9,17,Reverse|xlsx,True,False,,https://www.nssctf.cn/problem/1373
1385,[GKCTF 2021]SoMuchCode,467,3.8,8,3,24,Reverse|xxtea|CFG,True,False,,https://www.nssctf.cn/problem/1385
1404,[AFCTF 2021]川b8,467,4.0,8,8,11,自定义逻辑|Reverse,True,False,,https://www.nssctf.cn/problem/1404
1887,[HGAME 2022 week4]hardasm,467,4.0,8,19,20,Reverse|vm|爆破,True,False,,https://www.nssctf.cn/problem/1887
2266,[b01lers 2020]chugga,467,2.7,8,3,13,Golang|Z3|REVERSE|z3,True,False,,https://www.nssctf.cn/problem/2266
4300,[NSSCTF 2nd]file_encrypt,467,2.8,8,1,10,自定义逻辑|算法分析,True,False,,https://www.nssctf.cn/problem/4300
5114,[NSSRound#18 Basic]新年礼物,467,4.1,8,1,18,C#|反调试,True,False,,https://www.nssctf.cn/problem/5114
5912,[SWPUCTF 2024 秋季新生赛]Reverse_or_Pwn,467,3.0,8,125,30,Base64|动态调试|大小端序|REVERSE,True,False,,https://www.nssctf.cn/problem/5912
6346,[长城杯 2024]rand0m,467,4.0,8,32,40,Python|动态调试|REVERSE,True,False,,https://www.nssctf.cn/problem/6346
6600,[GHCTF 2025]ezObfus,467,3.7,8,4,29,REVERSE,True,True,,https://www.nssctf.cn/problem/6600
7274,[Harukaze]fl~ow~er~,467,3.3,8,0,4,REVERSE,True,True,,https://www.nssctf.cn/problem/7274
81,[watevrCTF 2019]Hacking For Vodka,471,2.5,7,2,9,逆向技术|ptrace|XOR|逆向,True,False,,https://www.nssctf.cn/problem/81
766,[深育杯 2021]XOR_Exercise,471,3.2,7,30,62,REVERSE,True,False,,https://www.nssctf.cn/problem/766
927,[justCTF 2020]REmap,471,2.6,7,2,18,Python|逆向,True,False,,https://www.nssctf.cn/problem/927
1415,[羊城杯 2020]Bytecode,471,3.5,7,129,12,"Reverse,1|python,1|z3,1",True,False,,https://www.nssctf.cn/problem/1415
2343,[CISCN 2022 初赛]secreeeeet,471,3.0,7,2,25,Reverse|时间戳|Rabbit,True,False,,https://www.nssctf.cn/problem/2343
2419,[鹏城杯 2022]gocode,471,4.2,7,14,7,Golang|Z3|VM,True,False,,https://www.nssctf.cn/problem/2419
2434,[广东省大学生攻防大赛 2022]simple_re,471,4.8,7,7,44,语言逆向|C|动态调试|REVERSE,True,False,,https://www.nssctf.cn/problem/2434
2441,[蓝帽杯 2022 初赛]loader,471,3.0,7,9,9,reverse|虚拟保护,True,False,,https://www.nssctf.cn/problem/2441
2879,[SWPUCTF 2022 新生赛]wasm,471,3.7,7,15,18,算法分析|XOR|RE|wasm|算法,True,False,,https://www.nssctf.cn/problem/2879
3027,[HNCTF 2022 WEEK3]Stub,471,3.0,7,19,28,脱壳|RE|动态加载壳|AES,True,False,,https://www.nssctf.cn/problem/3027
3168,[强网拟态 2022]comeongo,471,4.7,7,27,11,REVERSE,True,False,,https://www.nssctf.cn/problem/3168
3264,[NCTF 2022]ez_rev,471,5.0,7,26,15,REVERSE|矩阵乘法|代数,True,False,,https://www.nssctf.cn/problem/3264
4201,[SEETF 2023]Data Structures and Algorithms,471,4.5,7,7,15,REVERSE,True,False,,https://www.nssctf.cn/problem/4201
4626,[福建省数据安全 2023 初赛]Stm32,471,4.0,7,20,18,固件逆向,True,False,,https://www.nssctf.cn/problem/4626
5131,[NSSRound#18 Basic]先辈の计算器,471,4.6,7,1,27,REVERSE,True,False,,https://www.nssctf.cn/problem/5131
5997,[BSidesSF 2020]config-me,471,1.5,7,3,21,REVERSE,True,True,,https://www.nssctf.cn/problem/5997
7010,[BCACTF 2024]XOR,471,3.0,7,0,20,XOR|REVERSE,True,False,,https://www.nssctf.cn/problem/7010
7011,[BCACTF 2024]Broken C Code,471,2.4,7,7,4,自定义逻辑|REVERSE,True,False,,https://www.nssctf.cn/problem/7011
7053,[NSSCTF 4th]CrackMe&F***Me,471,5.0,7,0,19,RC4|C++|Python,True,False,,https://www.nssctf.cn/problem/7053
43,[SWPU 2019]easyRE,475,4.5,6,16,23,反调试|SMC|动态调试,True,False,,https://www.nssctf.cn/problem/43
219,[UTCTF 2020]Rhythm Game Vault,475,3.0,6,3,22,逆向,True,False,,https://www.nssctf.cn/problem/219
879,[GFCTF 2021]EasyRE_0x00,475,2.7,6,4,15,patch|逆向,True,False,,https://www.nssctf.cn/problem/879
1116,[AFCTF 2018]他在搞什么鬼花样,475,1.5,6,16,16,逆向,True,False,,https://www.nssctf.cn/problem/1116
1185,[FBCTF 2019]matryoshka,475,3.3,6,11,16,XOR|逆向|ROT13|RC4|维吉尼亚,True,False,,https://www.nssctf.cn/problem/1185
1260,[NCTF 2019]你大概需要一个带bar的mac,475,5.0,6,0,14,swift|逆向|静态分析,True,False,,https://www.nssctf.cn/problem/1260
1316,[GKCTF 2020]Chelly's identity,475,3.0,6,8,11,逆向|动态调试,True,False,,https://www.nssctf.cn/problem/1316
1406,[AFCTF 2021]铁锈b112,475,3.0,6,0,9,Reverse|rust|base|Rust,True,False,,https://www.nssctf.cn/problem/1406
2012,[D^3CTF 2022]d3thon,475,3.2,6,24,14,VM|Python|REVERSE,True,False,,https://www.nssctf.cn/problem/2012
2233,[*CTF 2022]Jump,475,4.5,6,4,18,REVERSE|动态调试|setjmp,True,False,,https://www.nssctf.cn/problem/2233
2360,[SDCTF 2022]OSREV,475,3.5,6,0,9,Reverse|算法分析|XOR|makefile,True,False,,https://www.nssctf.cn/problem/2360
4231,[SEETF 2022]babyreeee,475,0.5,6,13,10,REVERSE,True,False,,https://www.nssctf.cn/problem/4231
5805,[WMCTF 2024]ez_learn,475,4.3,6,2,21,REVERSE,True,False,,https://www.nssctf.cn/problem/5805
6003,[SWPUCTF 2024 秋季新生赛]web,475,4.7,6,1,22,Python|XOR,True,False,,https://www.nssctf.cn/problem/6003
6643,[*CTF 2023]easy_z3,475,0.0,6,43,20,REVERSE,True,False,,https://www.nssctf.cn/problem/6643
6730,"[BCACTF 2021]Wait,this_isn't_C",475,0.0,6,2,7,REVERSE,True,False,,https://www.nssctf.cn/problem/6730
6849,[网络与数据安全挑战赛 2025]ezre,475,2.0,6,29,18,语言逆向|C|SMC|逆向技术|算法分析,True,True,,https://www.nssctf.cn/problem/6849
6901,[BCACTF 2022]My Very Flag Checker,475,5.0,6,1,8,REVERSE,True,False,,https://www.nssctf.cn/problem/6901
6937,[BCACTF 2024]Snail Farmer John,475,3.2,6,18,12,自定义逻辑|REVERSE,True,False,,https://www.nssctf.cn/problem/6937
7031,[VNCTF 2025]kotlindroid,475,4.0,6,2,10,安卓逆向|REVERSE,True,False,,https://www.nssctf.cn/problem/7031
7032,[VNCTF 2025]Fuko's starfish,475,3.0,6,4,16,花指令|反调试|自定义逻辑|TLS|REVERSE,True,False,,https://www.nssctf.cn/problem/7032
7395,[lrtctf 2025]分成三份的旗,475,2.2,6,8,6,REVERSE,True,False,,https://www.nssctf.cn/problem/7395
7496,[FZNCTF 2025]诸神的三试炼,475,0.0,6,1,4,patch|控制流|动态调试,True,True,,https://www.nssctf.cn/problem/7496
7497,[FZNCTF 2025]LZM爱恋日记,475,1.5,6,7,6,C#,True,True,,https://www.nssctf.cn/problem/7497
1117,[AFCTF 2018]雕虫小技,479,0.0,5,6,11,逆向,True,False,,https://www.nssctf.cn/problem/1117
1118,[AFCTF 2018]终极boss,479,0.0,5,16,24,逆向,True,False,,https://www.nssctf.cn/problem/1118
1332,[HXPCTF 2021]revvm,479,5.0,5,5,15,VM|逆向,True,False,,https://www.nssctf.cn/problem/1332
2269,[b01lers 2020]little_engine,479,3.4,5,2,6,C++|XOR|REVERSE,True,False,,https://www.nssctf.cn/problem/2269
2432,[广东省大学生攻防大赛 2022]is_this_really_vm,479,3.5,5,6,22,VM|REVERSE,True,False,,https://www.nssctf.cn/problem/2432
3241,[NCTF 2021]Shadowbringer,479,3.8,5,2,4,REVERSE|动态调试|bitset|base64,True,False,,https://www.nssctf.cn/problem/3241
4051,[CISCN 2023 初赛]PwSh,479,2.5,5,11,15,HOOK|REVERSE,True,False,,https://www.nssctf.cn/problem/4051
5195,[GHCTF 2024 新生赛]CSGO,479,2.8,5,7,11,Rust|REVERSE,True,False,,https://www.nssctf.cn/problem/5195
5565,[bamuwe]UnSafeRsa,479,0.5,5,13,17,REVERSE,True,False,,https://www.nssctf.cn/problem/5565
5838,[KPCTF 2024 决赛]ezam_plus,479,5.0,5,1,11,REVERSE,True,False,,https://www.nssctf.cn/problem/5838
6347,[长城杯 2024]vt,479,4.8,5,7,45,花指令|反调试|动态调试|控制流|REVERSE,True,False,,https://www.nssctf.cn/problem/6347
6620,[NSSRound#28 Team]Ciallo～(∠・ω )⌒☆,479,0.0,5,5,15,RC4|Base64|C,True,False,,https://www.nssctf.cn/problem/6620
6899,[BCACTF 2022]Pickles,479,2.5,5,6,7,REVERSE,True,False,,https://www.nssctf.cn/problem/6899
6906,[BCACTF 2022]Password Manager,479,4.5,5,4,3,REVERSE,True,False,,https://www.nssctf.cn/problem/6906
7034,[VNCTF 2025]AndroidLux,479,4.7,5,5,15,花指令|VM|进程保护|安卓逆向|REVERSE,True,False,,https://www.nssctf.cn/problem/7034
7311,[SWPUCTF 2025 秋季新生赛]CodeRunner,479,3.7,5,12,34,脱壳|UPX壳|C#|REVERSE,True,False,,https://www.nssctf.cn/problem/7311
7352,[zzz26]mix,479,3.0,5,55,10,REVERSE,True,True,,https://www.nssctf.cn/problem/7352
215,[UTCTF 2020]Crack the heart,483,1.5,4,4,20,逆向,True,False,,https://www.nssctf.cn/problem/215
216,[UTCTF 2020]IR,483,2.0,4,1,12,逆向,True,False,,https://www.nssctf.cn/problem/216
218,[UTCTF 2020]babymips,483,2.0,4,5,10,逆向,True,False,,https://www.nssctf.cn/problem/218
221,[UTCTF 2020]The Securest Vault ™,483,3.5,4,0,12,逆向技术|逆向,True,False,,https://www.nssctf.cn/problem/221
359,[天翼杯 2021]bbgo,483,3.0,4,7,8,Golang|符号表,True,False,,https://www.nssctf.cn/problem/359
745,[De1ctf 2019]RE_sign,483,0.0,4,2,13,动态调试|脱壳|逆向,True,False,,https://www.nssctf.cn/problem/745
747,[suctf 2019]Akira_Homework,483,4.2,4,17,9,逆向|反调试|TLS,True,False,,https://www.nssctf.cn/problem/747
821,[广东强网杯 2021 个人决赛]I_Re,483,0.0,4,4,38,UPX|.NET,True,False,,https://www.nssctf.cn/problem/821
