id,title,point,level,solved,wrong,no,tags,open,wp,unknown_flag,url
1077,[MMACTF 2015]this-program-cannot-run-in-dos-mode,483,2.0,4,0,12,PE结构|逆向|Windows DOS|Broken Header,True,False,,https://www.nssctf.cn/problem/1077
1134,[MTCTF 2021]Superflat,483,3.5,4,2,18,插桩|movfuscator混淆,True,False,,https://www.nssctf.cn/problem/1134
1170,[CyBRICS 2019]Big RAM,483,0.0,4,1,14,逆向,True,False,,https://www.nssctf.cn/problem/1170
1175,[CyBRICS 2019]Hidden Flag,483,0.0,4,0,10,逆向,True,False,,https://www.nssctf.cn/problem/1175
1319,[GKCTF 2020]WannaReverse,483,4.3,4,4,22,逆向|AES|RSA,True,False,,https://www.nssctf.cn/problem/1319
1370,[INSHack 2019]Obscure File Format,483,3.0,4,2,10,Reverse|Python,True,False,,https://www.nssctf.cn/problem/1370
2214,[GoogleCTF 2017 quals]Moon,483,5.0,4,4,22,REVERSE,True,False,,https://www.nssctf.cn/problem/2214
2232,[*CTF 2022]NaCl,483,3.5,4,2,11,动态调试|自定义逻辑|XOR|REVERSE|SFI,True,False,,https://www.nssctf.cn/problem/2232
2273,[b01lers 2020]stahp_the_train,483,2.7,4,4,10,动态调试|VM|REVERSE|C++|XOR,True,False,,https://www.nssctf.cn/problem/2273
2338,[HITCON 2018]EOP,483,5.0,4,1,8,REVERSE|代码分析|算法逆向,True,False,,https://www.nssctf.cn/problem/2338
2501,[强网杯 2022]deeprev,483,4.8,4,26,16,REVERSE|ELF|重定向表|动态调试|IDC脚本,True,False,,https://www.nssctf.cn/problem/2501
2511,[巅峰极客 2022]CrackMe,483,4.0,4,5,15,REVERSE|RC4|动态调试|JAVA|安卓逆向,True,False,,https://www.nssctf.cn/problem/2511
3462,[MTCTF 2022]static,483,4.7,4,44,20,REVERSE,True,False,,https://www.nssctf.cn/problem/3462
3818,[强网杯 青少年赛道 2022]re1,483,0.0,4,7,18,Reverse|chacha20|Golang|XOR,True,False,,https://www.nssctf.cn/problem/3818
4200,[SEETF 2023]Cubeland,483,4.2,4,56,17,REVERSE,True,False,,https://www.nssctf.cn/problem/4200
4636,[FSCTF2023]ezrev,483,2.8,4,36,21,Base64|REVERSE,True,False,,https://www.nssctf.cn/problem/4636
5092,[NCTF 2023]中文编程3,483,0.0,4,10,17,花指令,True,False,,https://www.nssctf.cn/problem/5092
5094,[NCTF 2023]ezVM,483,4.0,4,3,16,VM,True,False,,https://www.nssctf.cn/problem/5094
5781,[KPCTF 2024 决赛]REsignin_revenge,483,3.0,4,16,13,REVERSE,True,True,,https://www.nssctf.cn/problem/5781
7009,[BCACTF 2024]idk,483,4.3,4,3,9,自定义逻辑|REVERSE,True,False,,https://www.nssctf.cn/problem/7009
7114,[网谷杯安全极客大赛 2025]满江红,483,3.5,4,21,12,Base64|REVERSE,True,False,,https://www.nssctf.cn/problem/7114
7480,[probie]快帮我投喂一下JvavSer先生,483,2.3,4,0,3,JAVA|自定义逻辑|反调试,True,True,,https://www.nssctf.cn/problem/7480
7495,[FZNCTF 2025]诸神的三试炼,483,4.0,4,3,7,patch|控制流|动态调试,True,False,,https://www.nssctf.cn/problem/7495
42,[SWPU 2019]RE4,487,3.5,3,2,35,花指令|反调试,True,False,,https://www.nssctf.cn/problem/42
224,[UTCTF 2020]GameboyTAS,487,2.2,3,35,21,逆向,True,False,,https://www.nssctf.cn/problem/224
323,[第五空间 2021]babyruby,487,0.0,3,18,22,ruby|逆向,True,False,,https://www.nssctf.cn/problem/323
375,[长安杯2021学生组]SimpleVM,487,2.5,3,5,9,逆向|VM,True,False,,https://www.nssctf.cn/problem/375
901,[安洵杯 2020]EasyCM,487,0.0,3,4,11,逆向|TLS|SMC|花指令|反调试,True,False,,https://www.nssctf.cn/problem/901
1119,[AFCTF 2018]芝麻开门,487,0.0,3,4,8,逆向|.NET,True,False,,https://www.nssctf.cn/problem/1119
1149,[TCTF 2019]Sixology,487,0.0,3,2,25,逆向,True,False,,https://www.nssctf.cn/problem/1149
1174,[CyBRICS 2019]Matreshka,487,3.0,3,13,6,逆向,True,False,,https://www.nssctf.cn/problem/1174
1188,[FBCTF 2019]SOMBRERO ROJO (part 1),487,0.0,3,5,13,逆向,True,False,,https://www.nssctf.cn/problem/1188
2499,[强网杯 2022]find_basic,487,0.0,3,13,10,REVERSE|VM|Z3,True,False,,https://www.nssctf.cn/problem/2499
2585,[羊城杯 2022]easyjs,487,5.0,3,1,33,Z3|自定义逻辑|Base64|REVERSE|JS,True,False,,https://www.nssctf.cn/problem/2585
3002,[HNCTF 2022 WEEK3]WEIRD VM,487,3.0,3,0,12,VM|RE|vm|nor,True,False,,https://www.nssctf.cn/problem/3002
3128,[NUSTCTF 2022 新生赛]order,487,0.0,3,25,37,RE,True,False,,https://www.nssctf.cn/problem/3128
6250,[HITCTF 2024]SNAKE,487,4.8,3,6,19,REVERSE|C++,True,True,,https://www.nssctf.cn/problem/6250
6251,[HITCTF 2024]VM2024Plus,487,4.7,3,5,24,REVERSE,True,True,,https://www.nssctf.cn/problem/6251
6256,[HITCTF 2024]pipe_snake,487,4.5,3,6,12,REVERSE,True,True,,https://www.nssctf.cn/problem/6256
6343,[长城杯 2024]cython,487,0.0,3,26,38,REVERSE,True,False,,https://www.nssctf.cn/problem/6343
6508,[Equinor 2021]baby0,487,1.0,3,1,5,C|REVERSE,True,False,,https://www.nssctf.cn/problem/6508
6509,[Equinor 2021]baby1,487,4.5,3,5,6,XOR|REVERSE,True,False,,https://www.nssctf.cn/problem/6509
6722,[BCACTF 2021]Digitally_Encrypted_1,487,0.0,3,4,8,REVERSE,True,False,,https://www.nssctf.cn/problem/6722
6727,[BCACTF 2021]Storytime: The_Tragic_Interlude,487,1.5,3,1,6,REVERSE,True,False,,https://www.nssctf.cn/problem/6727
6943,[BCACTF 2024]float-manip,487,2.3,3,4,9,自定义逻辑|REVERSE,True,False,,https://www.nssctf.cn/problem/6943
7033,[VNCTF 2025]抽奖转盘,487,5.0,3,2,17,逆向技术|安卓逆向|JAVA|C++|REVERSE,True,False,,https://www.nssctf.cn/problem/7033
7133,[zzz26]maze game,487,2.0,3,0,6,REVERSE,True,True,,https://www.nssctf.cn/problem/7133
65,[zer0pts 2020]wysinwyg,491,2.8,2,2,9,逆向,True,False,,https://www.nssctf.cn/problem/65
217,[UTCTF 2020]tigress,491,1.5,2,0,17,逆向,True,False,,https://www.nssctf.cn/problem/217
615,[柏鹭杯 2021]baby_net,491,0.0,2,7,26,逆向,True,False,,https://www.nssctf.cn/problem/615
764,[深育杯 2021]Press,491,3.0,2,1,5,逆向,True,False,,https://www.nssctf.cn/problem/764
804,[L3HCTF 2021]IDAAAAAA,491,4.0,2,2,8,REVERSE|最短路径|idb,True,False,,https://www.nssctf.cn/problem/804
849,[CISCN 2021华南]BadGameAndCrazy,491,0.0,2,9,16,逆向技术|SMC|动态调试|语言逆向|加密,True,False,,https://www.nssctf.cn/problem/849
898,"[安洵杯 2018]我从头寻思,还能这么玩？！﻿",491,3.2,2,1,7,PE结构|反调试|逆向,True,False,,https://www.nssctf.cn/problem/898
902,[安洵杯 2020]debugging,491,0.0,2,1,8,逆向|VM,True,False,,https://www.nssctf.cn/problem/902
1089,[0ctf 2016]trace,491,4.0,2,4,19,逆向|ASM|ARM,True,False,,https://www.nssctf.cn/problem/1089
1147,[TCTF 2019]elements,491,2.0,2,40,10,逆向,True,False,,https://www.nssctf.cn/problem/1147
1254,[广东省大学生攻防大赛 2021]rand,491,4.0,2,5,31,REVERSE,True,False,,https://www.nssctf.cn/problem/1254
2015,[D^3CTF 2022]d3re,491,4.0,2,66,32,REVERSE,True,False,,https://www.nssctf.cn/problem/2015
2211,[GoogleCTF 2017 quals]Ascii Art Client,491,0.0,2,1,4,REVERSE|流量分析,True,False,,https://www.nssctf.cn/problem/2211
2274,[b01lers 2020]Trolley,491,0.0,2,0,10,REVERSE|动态调试|GDScript|反编译,True,False,,https://www.nssctf.cn/problem/2274
2327,[SUCTF 2018 招新赛]challenge-game,491,3.5,2,15,10,REVERSE|迷宫逆向,True,False,,https://www.nssctf.cn/problem/2327
2339,[HITCON 2018]party,491,0.0,2,0,5,REVERSE|代码分析|爆破,True,False,,https://www.nssctf.cn/problem/2339
2457,[CISCN 2021华南]ezre,491,5.0,2,12,45,C|自定义逻辑|VM|平坦化|REVERSE,True,False,,https://www.nssctf.cn/problem/2457
2480,[NSSRound#4 SWPU]web,491,0.0,2,2,6,REVERSE|wasm|Z3,True,False,,https://www.nssctf.cn/problem/2480
2521,[长城杯 2022 政企组]rabbit_hole,491,4.5,2,9,8,REVERSE,True,False,,https://www.nssctf.cn/problem/2521
3268,[NCTF 2022]cyberpunk,491,3.5,2,1,6,REVERSE|固件逆向|硬编码分析|算法分析,True,False,,https://www.nssctf.cn/problem/3268
3590,[HZNUCTF 2023 preliminary]Apacha,491,0.0,2,0,6,REVERSE,True,False,,https://www.nssctf.cn/problem/3590
4199,[SEETF 2023]CompileMe,491,0.0,2,9,9,REVERSE,True,False,,https://www.nssctf.cn/problem/4199
4202,[SEETF 2023]decompile-me,491,0.0,2,0,6,REVERSE,True,False,,https://www.nssctf.cn/problem/4202
4236,[SEETF 2022]stomped,491,4.0,2,21,18,REVERSE,True,False,,https://www.nssctf.cn/problem/4236
4269,[WMCTF 2023]RightBack,491,4.5,2,1,8,REVERSE,True,False,,https://www.nssctf.cn/problem/4269
4271,[WMCTF 2023]BabyAnti-2.0,491,4.0,2,36,13,逆向技术|安卓逆向|其他|CheatEngine|REVERSE,True,False,,https://www.nssctf.cn/problem/4271
5091,[NCTF 2023]中文编程2,491,4.0,2,6,16,RC4,True,False,,https://www.nssctf.cn/problem/5091
6079,[BSidesSF 2020]maltty,491,3.0,2,0,5,REVERSE,True,False,,https://www.nssctf.cn/problem/6079
6138,[Zcx666]《回忆安魂曲》--第二章：当记忆被割裂,491,0.0,2,5,9,REVERSE,True,True,,https://www.nssctf.cn/problem/6138
6329,[EquinorCTF 2021]segFix,491,3.0,2,0,6,SMC|REVERSE,True,False,,https://www.nssctf.cn/problem/6329
6358,[Szeyes]简单的ENIGMA去壳,491,0.0,2,6,19,C|脱壳,True,True,,https://www.nssctf.cn/problem/6358
6602,[阿里云CTF 2025]easy-cuda-rev,491,0.0,2,0,21,REVERSE,True,False,,https://www.nssctf.cn/problem/6602
6689,[0x41414141 2021]Ware,491,5.0,2,1,9,脱壳|RSA,True,False,,https://www.nssctf.cn/problem/6689
6693,[0x41414141 2021]x-and-or,491,0.0,2,11,14,逆向技术|XOR|RSA,True,False,,https://www.nssctf.cn/problem/6693
6726,[BCACTF 2021]Storytime: The_Opening_Gambit,491,0.0,2,0,6,REVERSE,True,False,,https://www.nssctf.cn/problem/6726
6728,[BCACTF 2021]Storytime: The_Shocking_Conclusion,491,3.0,2,0,7,REVERSE,True,False,,https://www.nssctf.cn/problem/6728
6877,[BCACTF 2022]Bit Shuffling,491,0.0,2,0,5,Python|REVERSE,True,True,,https://www.nssctf.cn/problem/6877
6920,[BCACTF 2023]Mushroom,491,2.5,2,3,6,C#|REVERSE,True,False,,https://www.nssctf.cn/problem/6920
6934,[BCACTF 2023]undoC,491,2.0,2,1,6,自定义逻辑|REVERSE,True,False,,https://www.nssctf.cn/problem/6934
6940,[BCACTF 2024]Serene Abstractions,491,3.0,2,2,6,AST|RC4|自定义逻辑|REVERSE,True,False,,https://www.nssctf.cn/problem/6940
6941,[BCACTF 2024]Palette,491,3.0,2,0,8,自定义逻辑|逆向技术|REVERSE,True,False,,https://www.nssctf.cn/problem/6941
6993,[BCACTF 2023]Interpreted Arduino I,491,1.8,2,3,12,固件逆向|REVERSE,True,False,,https://www.nssctf.cn/problem/6993
7014,[BCACTF 2024]xnorzzz,491,2.5,2,1,12,自定义逻辑|REVERSE,True,False,,https://www.nssctf.cn/problem/7014
7082,[NSSCTF 4th]Ezr3,491,4.0,2,0,8,VM,True,False,,https://www.nssctf.cn/problem/7082
332,[长安杯 2021]virtual,495,0.0,1,0,7,虚拟机|矩阵运算,True,False,,https://www.nssctf.cn/problem/332
380,[长安杯 2021学生组]wasm2,495,0.0,1,3,24,逆向|WASM,True,False,,https://www.nssctf.cn/problem/380
461,[鹤城杯 2021]Locke,495,0.0,1,17,22,逆向,True,True,,https://www.nssctf.cn/problem/461
475,[祥云杯 2021 final Day2]downloader,495,4.5,1,3,31,REVERSE,True,False,,https://www.nssctf.cn/problem/475
746,[De1ctf 2019]signal_vm_de1ta,495,0.0,1,7,14,逆向|VM,True,False,,https://www.nssctf.cn/problem/746
795,[L3HCTF 2021]BootFlag2,495,0.0,1,4,9,REVERSE,True,True,,https://www.nssctf.cn/problem/795
807,[L3HCTF 2021]luuuuua,495,0.0,1,1,6,REVERSE,True,False,,https://www.nssctf.cn/problem/807
816,[HITCTF 2021]Baby RNG,495,0.0,1,0,9,Feistel,True,False,,https://www.nssctf.cn/problem/816
845,[CISCN 2021初赛]HMI,495,0.0,1,7,17,HMI|工控,True,False,,https://www.nssctf.cn/problem/845
848,[CISCN 2021华南]prob,495,0.0,1,4,17,REVERSE|PASCAL,True,False,,https://www.nssctf.cn/problem/848
877,[GFCTF 2021]BabyReverse,495,0.0,1,6,32,逆向,True,False,,https://www.nssctf.cn/problem/877
899,[安洵杯 2018]一个没什么用的病毒 ,495,0.0,1,17,12,逆向|病毒分析,True,False,,https://www.nssctf.cn/problem/899
924,[justCTF 2020]ABNF: grammar is fun,495,0.0,1,0,5,逆向,True,False,,https://www.nssctf.cn/problem/924
925,[justCTF 2020]debug_me_if_you_can,495,0.0,1,1,6,逆向,True,False,,https://www.nssctf.cn/problem/925
953,[NCTF 2018]Naive_network,495,0.0,1,0,9,逆向|神经网络,True,False,,https://www.nssctf.cn/problem/953
1088,[0ctf 2016]momo,495,0.0,1,0,9,逆向,True,False,,https://www.nssctf.cn/problem/1088
1090,[0ctf 2016]vm,495,0.0,1,2,17,逆向|VM,True,False,,https://www.nssctf.cn/problem/1090
1115,[AFCTF 2018]这个题目不寻常,495,0.0,1,24,9,逆向,True,False,,https://www.nssctf.cn/problem/1115
1244,[RoarCTF 2019]zprotect,495,0.0,1,0,13,逆向|爆破|Linux驱动,True,True,,https://www.nssctf.cn/problem/1244
1276,[EIS 2019]re3,495,0.0,1,0,7,逆向,True,False,,https://www.nssctf.cn/problem/1276
1361,[INSHack2019]Dashlame - Part 1,495,1.0,1,0,10,PYC|Reverse|pyc|AES,True,False,,https://www.nssctf.cn/problem/1361
1384,[GKCTF 2021]KillerAid,495,4.5,1,7,5,C#|反调试|Reverse|AES-CBC,True,False,,https://www.nssctf.cn/problem/1384
1407,[AFCTF 2021]How2Debug,495,0.0,1,0,7,Reverse|SMC|ELF,True,False,,https://www.nssctf.cn/problem/1407
1408,[AFCTF 2021]UART,495,3.0,1,10,15,Reverse|qemu|iot,True,False,,https://www.nssctf.cn/problem/1408
1799,[TQLCTF 2022]Simple X,495,3.0,1,2,7,Reverse|反编译|C++|线形规划|病态矩阵,True,False,,https://www.nssctf.cn/problem/1799
1800,[TQLCTF 2022]Tales of the Arrow,495,0.0,1,0,5,Reverse|3SAT,True,False,,https://www.nssctf.cn/problem/1800
1801,[TQLCTF 2022]quantum,495,0.0,1,0,5,Reverse|算法优化,True,False,,https://www.nssctf.cn/problem/1801
2013,[D^3CTF 2022]D3MUG,495,4.0,1,0,9,REVERSE,True,False,,https://www.nssctf.cn/problem/2013
2212,[GoogleCTF 2017 quals]Counting,495,0.0,1,1,13,REVERSE|斐波那契|VM|hailstone,True,False,,https://www.nssctf.cn/problem/2212
2275,[b01lers 2020]What the elf,495,0.0,1,0,18,REVERSE|ELF文件格式|动态链接函数,True,False,,https://www.nssctf.cn/problem/2275
2277,[b01lers 2020]prerailed,495,0.0,1,0,20,REVERSE|VM|C++,True,False,,https://www.nssctf.cn/problem/2277
2357,[SDCTF 2022]Internprise Encryption,495,0.0,1,3,5,Reverse|算法分析,True,False,,https://www.nssctf.cn/problem/2357
2414,[鹏城杯 2022]rvm,495,3.0,1,3,8,REVERSE|Rust|VM虚拟机|z3,True,False,,https://www.nssctf.cn/problem/2414
2417,[鹏城杯 2022]BUG之眼,495,4.5,1,0,10,REVERSE|反调试|SMC|数独|z3,True,False,,https://www.nssctf.cn/problem/2417
2512,[巅峰极客 2022]ezre,495,0.0,1,2,10,REVERSE,True,True,,https://www.nssctf.cn/problem/2512
3068,[UUCTF 2022 新生赛]八点三十一 ,495,0.0,1,2,14,RE,True,False,,https://www.nssctf.cn/problem/3068
3129,[NUSTCTF 2022 新生赛]Heaven's Gate,495,3.0,1,0,8,RE,True,False,,https://www.nssctf.cn/problem/3129
3165,[强网拟态 2022]unlambda,495,0.0,1,2,6,REVERSE,True,False,,https://www.nssctf.cn/problem/3165
3167,[强网拟态 2022]Indir,495,0.0,1,6,19,REVERSE,True,True,,https://www.nssctf.cn/problem/3167
3229,[HITCTF 2022]The Lost Solving,495,0.0,1,1,7,REVERSE,True,False,,https://www.nssctf.cn/problem/3229
3267,[NCTF 2022]Ovm,495,0.0,1,0,6,VM|REVERSE|OISC,True,False,,https://www.nssctf.cn/problem/3267
3282,[ACTF 2022]Nagi Knows,495,0.0,1,1,10,REVERSE|C++|模板元|RC4,True,False,,https://www.nssctf.cn/problem/3282
3461,[MTCTF 2022]small,495,0.0,1,5,5,REVERSE,True,False,,https://www.nssctf.cn/problem/3461
4204,[SEETF 2023]NOW,495,0.0,1,1,5,REVERSE,True,False,,https://www.nssctf.cn/problem/4204
4234,[SEETF 2022]It's Right There,495,4.0,1,2,15,REVERSE,True,False,,https://www.nssctf.cn/problem/4234
4238,[SEETF 2022]susware,495,4.0,1,4,7,REVERSE|UPX壳|TLS|反调试,True,False,,https://www.nssctf.cn/problem/4238
4272,[WMCTF 2023]ezIos,495,0.0,1,1,13,REVERSE,True,False,,https://www.nssctf.cn/problem/4272
4907,[强网拟态 2023 final]keygen,495,0.0,1,5,6,REVERSE,True,False,,https://www.nssctf.cn/problem/4907
5769,[NSSCTF 3rd]WebCache,495,0.0,1,0,8,REVERSE,True,False,,https://www.nssctf.cn/problem/5769
6087,[BSidesSF 2020]rusty1,495,0.0,1,0,8,REVERSE,True,True,,https://www.nssctf.cn/problem/6087
6089,[BSidesSF 2020]strace-me,495,0.0,1,0,4,REVERSE,True,True,,https://www.nssctf.cn/problem/6089
6328,[EquinorCTF 2021]🔥 cmd 🔥,495,0.0,1,0,9,REVERSE,True,False,,https://www.nssctf.cn/problem/6328
6510,[Equinor 2021]baby2,495,0.0,1,0,6,REVERSE,True,False,,https://www.nssctf.cn/problem/6510
6653,[RoarCTF 2019]math,495,3.5,1,0,6,REVERSE,True,True,,https://www.nssctf.cn/problem/6653
6667,[NSSRound#30 Duo]ezez,495,0.0,1,1,19,REVERSE,True,True,,https://www.nssctf.cn/problem/6667
6674,[NSSRound#30 Duo]不可视之月,495,4.0,1,0,13,REVERSE,True,True,,https://www.nssctf.cn/problem/6674
6721,[BCACTF 2021]A_Fun_Game,495,0.0,1,60,11,REVERSE,True,False,,https://www.nssctf.cn/problem/6721
6723,[BCACTF 2021]Digitally_Encrypted_2,495,0.0,1,1,6,REVERSE,True,False,,https://www.nssctf.cn/problem/6723
6729,[BCACTF 2021]Trailblazer,495,0.0,1,0,6,REVERSE,True,False,,https://www.nssctf.cn/problem/6729
6903,[BCACTF 2022]a Legit proteCtor of flaGs,495,0.0,1,1,5,REVERSE,True,False,,https://www.nssctf.cn/problem/6903
6922,[BCACTF 2023]Room,495,3.0,1,0,10,C#|REVERSE,True,False,,https://www.nssctf.cn/problem/6922
7030,[VNCTF 2025]Hook Fish,495,0.0,1,2,26,REVERSE,True,False,,https://www.nssctf.cn/problem/7030
361,[天翼杯 2021]NicePy,500,0.0,0,0,5,逆向,True,True,,https://www.nssctf.cn/problem/361
362,[天翼杯 2021]revvverse,500,0.0,0,6,19,逆向,True,True,,https://www.nssctf.cn/problem/362
377,[长安杯 2021学生组]wasm1,500,0.0,0,51,17,逆向,True,True,,https://www.nssctf.cn/problem/377
378,[长安杯 2021学生组]simpleavx,500,0.0,0,0,12,逆向,True,True,,https://www.nssctf.cn/problem/378
379,[长安杯 2021学生组]dark,500,0.0,0,42,27,逆向,True,True,,https://www.nssctf.cn/problem/379
473,[祥云杯 2021 final Day2]boa,500,0.0,0,4,10,逆向,True,False,"{'id': 6, 'state': 0, 'submission_count': 0}",https://www.nssctf.cn/problem/473
474,[祥云杯 2021 final Day2]ps,500,0.0,0,0,7,逆向,True,False,"{'id': 7, 'state': 0, 'submission_count': 0}",https://www.nssctf.cn/problem/474
502,[广东强网杯 2021 个人组]0pvm,500,0.0,0,0,7,逆向,True,True,,https://www.nssctf.cn/problem/502
503,[广东强网杯 2021 个人组]angrysnake,500,0.0,0,4,22,逆向,True,False,,https://www.nssctf.cn/problem/503
607,[强网拟态 2021]fastjs,500,0.0,0,1,24,逆向,True,True,,https://www.nssctf.cn/problem/607
616,[柏鹭杯 2021]baby_lua,500,0.0,0,0,7,逆向,True,True,,https://www.nssctf.cn/problem/616
631,[广东强网杯 2021 团队组]getyourflag,500,0.0,0,0,21,逆向,True,True,,https://www.nssctf.cn/problem/631
632,[广东强网杯 2021 团队组]crackme,500,0.0,0,6,10,逆向,True,True,,https://www.nssctf.cn/problem/632
748,[suctf 2019]babyunic,500,0.0,0,0,5,逆向|z3,True,False,,https://www.nssctf.cn/problem/748
765,[深育杯 2021]Lithops,500,0.0,0,0,6,逆向,True,True,,https://www.nssctf.cn/problem/765
767,[深育杯 2021]生瓜蛋子,500,0.0,0,22,41,逆向,True,False,,https://www.nssctf.cn/problem/767
779,[湖湘杯 2021]babyunt,500,0.0,0,0,8,逆向,True,True,,https://www.nssctf.cn/problem/779
780,[湖湘杯 2021]ProgGame,500,0.0,0,0,6,逆向,True,True,,https://www.nssctf.cn/problem/780
781,[湖湘杯 2021]shell,500,0.0,0,2,6,逆向,True,True,,https://www.nssctf.cn/problem/781
803,[L3HCTF 2021]hills,500,0.0,0,0,8,REVERSE,True,True,,https://www.nssctf.cn/problem/803
805,[L3HCTF 2021]double-joy,500,0.0,0,1,5,REVERSE,True,True,,https://www.nssctf.cn/problem/805
806,[L3HCTF 2021]Load,500,0.0,0,11,11,REVERSE,True,True,,https://www.nssctf.cn/problem/806
808,[L3HCTF 2021]CoreGhost,500,0.0,0,2,29,REVERSE,True,True,,https://www.nssctf.cn/problem/808
817,[HITCTF 2021]revenge,500,0.0,0,0,6,REVERSE,True,False,"{'id': 17, 'state': 0, 'submission_count': 0}",https://www.nssctf.cn/problem/817
818,[HITCTF 2021]Poker Game,500,0.0,0,4,23,REVERSE,True,True,,https://www.nssctf.cn/problem/818
855,[CISCN 2021初赛]little evil,500,0.0,0,10,18,REVERSE,True,True,,https://www.nssctf.cn/problem/855
926,[justCTF 2020]reklest,500,0.0,0,36,10,逆向,True,False,,https://www.nssctf.cn/problem/926
943,[闽盾杯 2021]ext,500,0.0,0,0,6,Go,True,True,,https://www.nssctf.cn/problem/943
955,[NCTF 2018]some boxes,500,0.0,0,6,18,逆向|迷宫,True,False,,https://www.nssctf.cn/problem/955
1074,[MMACTF 2015]digital-circuit,500,0.0,0,7,10,逆向,True,False,,https://www.nssctf.cn/problem/1074
1075,[MMACTF 2015]encrypted,500,0.0,0,0,8,逆向,True,False,"{'id': 22, 'state': 0, 'submission_count': 0}",https://www.nssctf.cn/problem/1075
1148,[TCTF 2019]fixed_point,500,0.0,0,3,16,逆向|CRC,True,False,,https://www.nssctf.cn/problem/1148
1184,[FBCTF 2019]Imageprot,500,0.0,0,8,7,逆向,True,False,,https://www.nssctf.cn/problem/1184
1186,[FBCTF 2019]NoMoreSeaCrypts,500,0.0,0,1,6,逆向,True,False,,https://www.nssctf.cn/problem/1186
1187,[FBCTF 2019]SOMBRERO ROJO (part 2),500,0.0,0,4,7,逆向,True,False,,https://www.nssctf.cn/problem/1187
1211,[D3CTF 2019]keygenme,500,0.0,0,2,8,逆向,True,False,,https://www.nssctf.cn/problem/1211
1212,[D3CTF 2019]ch1pfs,500,0.0,0,0,6,逆向,True,False,,https://www.nssctf.cn/problem/1212
1228,[MTCTF 2021 final]final_exam,500,0.0,0,2,8,逆向,True,False,"{'id': 25, 'state': 0, 'submission_count': 0}",https://www.nssctf.cn/problem/1228
1255,[广东省大学生攻防大赛 2021]pic,500,0.0,0,1,11,REVERSE,True,False,"{'id': 26, 'state': 0, 'submission_count': 0}",https://www.nssctf.cn/problem/1255
1277,[EIS 2019]xy86,500,0.0,0,0,5,逆向,True,True,,https://www.nssctf.cn/problem/1277
1331,[HXPCTF 2021]hxp3drm,500,0.0,0,3,14,逆向,True,False,,https://www.nssctf.cn/problem/1331
1333,[HXPCTF 2021]reasonable,500,0.0,0,3,12,逆向|C++,True,False,,https://www.nssctf.cn/problem/1333
1802,[TQLCTF 2022]trivm-obf,500,0.0,0,0,8,Reverse,True,False,,https://www.nssctf.cn/problem/1802
1803,[TQLCTF 2022]tqlnode,500,0.0,0,0,5,Reverse|JS,True,False,,https://www.nssctf.cn/problem/1803
1894,[SUSCTF 2022]dddart,500,0.0,0,0,6,Reverse,True,False,,https://www.nssctf.cn/problem/1894
1895,[SUSCTF 2022]tttree,500,0.0,0,4,7,Reverse,True,False,,https://www.nssctf.cn/problem/1895
2014,[D^3CTF 2022]d3arm,500,0.0,0,26,11,REVERSE,True,False,,https://www.nssctf.cn/problem/2014
2267,[b01lers 2020]Dank Engine,500,0.0,0,0,5,REVERSE|Game,True,False,,https://www.nssctf.cn/problem/2267
2271,[b01lers 2020]Compression,500,0.0,0,0,12,REVERSE|XOR,True,False,,https://www.nssctf.cn/problem/2271
2272,[b01lers 2020]Spirit Tracks,500,0.0,0,0,10,REVERSE|汇编,True,False,,https://www.nssctf.cn/problem/2272
2276,[b01lers 2020]derailed,500,0.0,0,12,8,REVERSE|VM,True,False,,https://www.nssctf.cn/problem/2276
2278,[b01lers 2020]Railed,500,0.0,0,0,9,REVERSE|VM|C++|动态调试,True,False,,https://www.nssctf.cn/problem/2278
2510,[巅峰极客 2022]ObfPuzz,500,0.0,0,4,15,REVERSE,True,False,,https://www.nssctf.cn/problem/2510
2520,[长城杯 2022 政企组]infant_re,500,0.0,0,3,8,REVERSE,True,False,,https://www.nssctf.cn/problem/2520
2541,[网鼎杯 2022 青龙组]whereiscode,500,0.0,0,4,20,REVERSE,True,False,,https://www.nssctf.cn/problem/2541
3067,[UUCTF 2022 新生赛]ccrraacckk,500,0.0,0,0,8,RE,True,False,,https://www.nssctf.cn/problem/3067
3069,[UUCTF 2022 新生赛]eezz_re,500,0.0,0,1,7,RE,True,False,,https://www.nssctf.cn/problem/3069
3123,[NUSTCTF 2022 新生赛]type,500,0.0,0,1,6,RE|WEB,True,False,,https://www.nssctf.cn/problem/3123
3164,[强网拟态 2022]babyre,500,0.0,0,13,23,REVERSE,True,True,,https://www.nssctf.cn/problem/3164
3166,[强网拟态 2022]windows_call,500,0.0,0,16,18,REVERSE,True,True,,https://www.nssctf.cn/problem/3166
3206,[HITCON 2022]checker,500,0.0,0,5,14,REVERSE,True,False,,https://www.nssctf.cn/problem/3206
3207,[HITCON 2022]Meow Way,500,0.0,0,34,10,REVERSE,True,False,,https://www.nssctf.cn/problem/3207
3208,[HITCON 2022]gocrygo,500,0.0,0,4,21,REVERSE,True,False,,https://www.nssctf.cn/problem/3208
3228,[HITCTF 2022]solaris,500,0.0,0,23,29,REVERSE,True,True,,https://www.nssctf.cn/problem/3228
3230,[HITCTF 2022]debug_maze,500,0.0,0,0,10,REVERSE,True,True,,https://www.nssctf.cn/problem/3230
3231,[HITCTF 2022]drip,500,0.0,0,0,16,REVERSE,True,True,,https://www.nssctf.cn/problem/3231
